timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1574706452342,28,HTTP Request,200,OK,Thread Group 1-1,text,true,,26121,115,1,1,http://192.168.16.70/,18,0,0
1574706452401,100,HTTP Request,200,OK,Thread Group 1-2,text,true,,26121,115,2,2,http://192.168.16.70/,70,0,1
1574706452464,46,HTTP Request,200,OK,Thread Group 1-3,text,true,,26121,115,1,1,http://192.168.16.70/,38,0,1
1574706452519,22,HTTP Request,200,OK,Thread Group 1-4,text,true,,26121,115,1,1,http://192.168.16.70/,13,0,0
1574706452578,24,HTTP Request,200,OK,Thread Group 1-5,text,true,,26121,115,1,1,http://192.168.16.70/,15,0,1
1574706452636,34,HTTP Request,200,OK,Thread Group 1-6,text,true,,26121,115,1,1,http://192.168.16.70/,20,0,1
1574706452695,34,HTTP Request,200,OK,Thread Group 1-7,text,true,,26121,115,1,1,http://192.168.16.70/,20,0,1
1574706452755,34,HTTP Request,200,OK,Thread Group 1-8,text,true,,26121,115,1,1,http://192.168.16.70/,20,0,1
1574706452814,37,HTTP Request,200,OK,Thread Group 1-9,text,true,,26121,115,1,1,http://192.168.16.70/,24,0,0
1574706452873,33,HTTP Request,200,OK,Thread Group 1-10,text,true,,26121,115,1,1,http://192.168.16.70/,20,0,0
1574706452932,33,HTTP Request,200,OK,Thread Group 1-11,text,true,,26121,115,1,1,http://192.168.16.70/,18,0,0
1574706452991,36,HTTP Request,200,OK,Thread Group 1-12,text,true,,26121,115,1,1,http://192.168.16.70/,18,0,0
1574706453049,34,HTTP Request,200,OK,Thread Group 1-13,text,true,,26121,115,1,1,http://192.168.16.70/,21,0,0
1574706453108,33,HTTP Request,200,OK,Thread Group 1-14,text,true,,26121,115,1,1,http://192.168.16.70/,21,0,0
1574706453167,25,HTTP Request,200,OK,Thread Group 1-15,text,true,,26121,115,1,1,http://192.168.16.70/,14,0,0
1574706453226,24,HTTP Request,200,OK,Thread Group 1-16,text,true,,26121,115,1,1,http://192.168.16.70/,13,0,1
1574706453285,21,HTTP Request,200,OK,Thread Group 1-17,text,true,,26121,115,1,1,http://192.168.16.70/,12,0,1
1574706453345,40,HTTP Request,200,OK,Thread Group 1-18,text,true,,26121,115,1,1,http://192.168.16.70/,31,0,1
1574706453403,23,HTTP Request,200,OK,Thread Group 1-19,text,true,,26121,115,1,1,http://192.168.16.70/,15,0,1
1574706453462,20,HTTP Request,200,OK,Thread Group 1-20,text,true,,26121,115,1,1,http://192.168.16.70/,12,0,1
1574706453521,27,HTTP Request,200,OK,Thread Group 1-21,text,true,,26121,115,1,1,http://192.168.16.70/,16,0,1
1574706453581,53,HTTP Request,200,OK,Thread Group 1-22,text,true,,26121,115,1,1,http://192.168.16.70/,40,0,1
1574706453640,21,HTTP Request,200,OK,Thread Group 1-23,text,true,,26121,115,1,1,http://192.168.16.70/,12,0,0
1574706453698,19,HTTP Request,200,OK,Thread Group 1-24,text,true,,26121,115,1,1,http://192.168.16.70/,11,0,0
1574706453759,49,HTTP Request,200,OK,Thread Group 1-25,text,true,,26121,115,1,1,http://192.168.16.70/,37,0,0
1574706453817,24,HTTP Request,200,OK,Thread Group 1-26,text,true,,26121,115,1,1,http://192.168.16.70/,14,0,0
1574706453875,21,HTTP Request,200,OK,Thread Group 1-27,text,true,,26121,115,1,1,http://192.168.16.70/,12,0,0
1574706453935,50,HTTP Request,200,OK,Thread Group 1-28,text,true,,26121,115,1,1,http://192.168.16.70/,39,0,0
1574706453993,30,HTTP Request,200,OK,Thread Group 1-29,text,true,,26121,115,1,1,http://192.168.16.70/,12,0,0
1574706454052,22,HTTP Request,200,OK,Thread Group 1-30,text,true,,26121,115,1,1,http://192.168.16.70/,14,0,1
1574706454112,78,HTTP Request,200,OK,Thread Group 1-31,text,true,,26121,115,2,2,http://192.168.16.70/,47,0,1
1574706454170,34,HTTP Request,200,OK,Thread Group 1-32,text,true,,26121,115,1,1,http://192.168.16.70/,26,0,1
1574706454230,21,HTTP Request,200,OK,Thread Group 1-33,text,true,,26121,115,1,1,http://192.168.16.70/,11,0,0
1574706454289,22,HTTP Request,200,OK,Thread Group 1-34,text,true,,26121,115,1,1,http://192.168.16.70/,14,0,0
1574706454347,26,HTTP Request,200,OK,Thread Group 1-35,text,true,,26121,115,1,1,http://192.168.16.70/,16,0,1
1574706454406,27,HTTP Request,200,OK,Thread Group 1-36,text,true,,26121,115,1,1,http://192.168.16.70/,17,0,1
1574706454465,19,HTTP Request,200,OK,Thread Group 1-37,text,true,,26121,115,1,1,http://192.168.16.70/,12,0,1
1574706454525,38,HTTP Request,200,OK,Thread Group 1-38,text,true,,26121,115,1,1,http://192.168.16.70/,27,0,1
1574706454584,20,HTTP Request,200,OK,Thread Group 1-39,text,true,,26121,115,1,1,http://192.168.16.70/,12,0,0
1574706454643,50,HTTP Request,200,OK,Thread Group 1-40,text,true,,26121,115,1,1,http://192.168.16.70/,39,0,1
1574706454702,19,HTTP Request,200,OK,Thread Group 1-41,text,true,,26121,115,1,1,http://192.168.16.70/,11,0,1
1574706454761,58,HTTP Request,200,OK,Thread Group 1-42,text,true,,26121,115,2,2,http://192.168.16.70/,44,0,1
1574706454819,25,HTTP Request,200,OK,Thread Group 1-43,text,true,,26121,115,1,1,http://192.168.16.70/,18,0,1
1574706454879,51,HTTP Request,200,OK,Thread Group 1-44,text,true,,26121,115,1,1,http://192.168.16.70/,39,0,1
1574706454937,24,HTTP Request,200,OK,Thread Group 1-45,text,true,,26121,115,1,1,http://192.168.16.70/,15,0,0
1574706454998,76,HTTP Request,200,OK,Thread Group 1-46,text,true,,26121,115,2,2,http://192.168.16.70/,55,0,1
1574706455056,32,HTTP Request,200,OK,Thread Group 1-47,text,true,,26121,115,1,1,http://192.168.16.70/,23,0,0
1574706455115,20,HTTP Request,200,OK,Thread Group 1-48,text,true,,26121,115,1,1,http://192.168.16.70/,12,0,0
1574706455173,24,HTTP Request,200,OK,Thread Group 1-49,text,true,,26121,115,1,1,http://192.168.16.70/,15,0,0
1574706455232,99,HTTP Request,200,OK,Thread Group 1-50,text,true,,26121,115,2,2,http://192.168.16.70/,60,0,1
1574706455293,65,HTTP Request,200,OK,Thread Group 1-51,text,true,,26121,115,2,2,http://192.168.16.70/,48,0,1
1574706455350,26,HTTP Request,200,OK,Thread Group 1-52,text,true,,26121,115,1,1,http://192.168.16.70/,17,0,0
1574706455409,24,HTTP Request,200,OK,Thread Group 1-53,text,true,,26121,115,1,1,http://192.168.16.70/,13,0,1
1574706455468,26,HTTP Request,200,OK,Thread Group 1-54,text,true,,26121,115,1,1,http://192.168.16.70/,15,0,1
1574706455528,99,HTTP Request,200,OK,Thread Group 1-55,text,true,,26121,115,2,2,http://192.168.16.70/,73,0,1
1574706455587,50,HTTP Request,200,OK,Thread Group 1-56,text,true,,26121,115,1,1,http://192.168.16.70/,40,0,1
1574706455645,107,HTTP Request,200,OK,Thread Group 1-57,text,true,,26121,115,2,2,http://192.168.16.70/,60,0,1
1574706455705,79,HTTP Request,200,OK,Thread Group 1-58,text,true,,26121,115,2,2,http://192.168.16.70/,54,0,1
1574706455763,34,HTTP Request,200,OK,Thread Group 1-59,text,true,,26121,115,1,1,http://192.168.16.70/,24,0,1
1574706455822,22,HTTP Request,200,OK,Thread Group 1-60,text,true,,26121,115,1,1,http://192.168.16.70/,14,0,0
1574706455881,21,HTTP Request,200,OK,Thread Group 1-61,text,true,,26121,115,1,1,http://192.168.16.70/,13,0,0
1574706455940,21,HTTP Request,200,OK,Thread Group 1-62,text,true,,26121,115,1,1,http://192.168.16.70/,13,0,0
1574706456000,23,HTTP Request,200,OK,Thread Group 1-63,text,true,,26121,115,1,1,http://192.168.16.70/,13,0,0
1574706456059,30,HTTP Request,200,OK,Thread Group 1-64,text,true,,26121,115,1,1,http://192.168.16.70/,17,0,0
1574706456117,29,HTTP Request,200,OK,Thread Group 1-65,text,true,,26121,115,1,1,http://192.168.16.70/,20,0,1
1574706456176,27,HTTP Request,200,OK,Thread Group 1-66,text,true,,26121,115,1,1,http://192.168.16.70/,16,0,1
1574706456236,27,HTTP Request,200,OK,Thread Group 1-67,text,true,,26121,115,1,1,http://192.168.16.70/,17,0,0
1574706456294,22,HTTP Request,200,OK,Thread Group 1-68,text,true,,26121,115,1,1,http://192.168.16.70/,13,0,1
1574706456354,24,HTTP Request,200,OK,Thread Group 1-69,text,true,,26121,115,1,1,http://192.168.16.70/,15,0,0
1574706456413,29,HTTP Request,200,OK,Thread Group 1-70,text,true,,26121,115,1,1,http://192.168.16.70/,18,0,0
1574706456473,20,HTTP Request,200,OK,Thread Group 1-71,text,true,,26121,115,1,1,http://192.168.16.70/,12,0,0
1574706456530,28,HTTP Request,200,OK,Thread Group 1-72,text,true,,26121,115,1,1,http://192.168.16.70/,18,0,1
1574706456589,25,HTTP Request,200,OK,Thread Group 1-73,text,true,,26121,115,1,1,http://192.168.16.70/,15,0,1
1574706456648,25,HTTP Request,200,OK,Thread Group 1-74,text,true,,26121,115,1,1,http://192.168.16.70/,15,0,1
1574706456707,19,HTTP Request,200,OK,Thread Group 1-75,text,true,,26121,115,1,1,http://192.168.16.70/,12,0,1
1574706456767,83,HTTP Request,200,OK,Thread Group 1-76,text,true,,26121,115,2,2,http://192.168.16.70/,49,0,1
1574706456826,44,HTTP Request,200,OK,Thread Group 1-77,text,true,,26121,115,1,1,http://192.168.16.70/,31,0,1
1574706456884,54,HTTP Request,200,OK,Thread Group 1-78,text,true,,26121,115,1,1,http://192.168.16.70/,32,0,1
1574706456943,30,HTTP Request,200,OK,Thread Group 1-79,text,true,,26121,115,1,1,http://192.168.16.70/,19,0,1
1574706457002,22,HTTP Request,200,OK,Thread Group 1-80,text,true,,26121,115,1,1,http://192.168.16.70/,13,0,1
1574706457062,49,HTTP Request,200,OK,Thread Group 1-81,text,true,,26121,115,1,1,http://192.168.16.70/,37,0,1
1574706457120,35,HTTP Request,200,OK,Thread Group 1-82,text,true,,26121,115,1,1,http://192.168.16.70/,23,0,1
1574706457180,106,HTTP Request,200,OK,Thread Group 1-83,text,true,,26121,115,2,2,http://192.168.16.70/,51,0,1
1574706457239,83,HTTP Request,200,OK,Thread Group 1-84,text,true,,26121,115,2,2,http://192.168.16.70/,57,0,4
1574706457298,34,HTTP Request,200,OK,Thread Group 1-85,text,true,,26121,115,1,1,http://192.168.16.70/,22,0,0
1574706457357,107,HTTP Request,200,OK,Thread Group 1-86,text,true,,26121,115,2,2,http://192.168.16.70/,53,0,2
1574706457417,79,HTTP Request,200,OK,Thread Group 1-87,text,true,,26121,115,2,2,http://192.168.16.70/,56,0,1
